id_zmienna;zmienna;id_przekroj;nazwa_przekroj;id_jednostka_terytorialna;jednostka_terytorialna;id_typ_informacji;typ_informacji;id_wymiar_2;nazwa_wymiar_2;id_pozycja_2;nazwa_pozycja_2;id_wymiar_3;nazwa_wymiar_3;id_pozycja_3;nazwa_pozycja_3;id_wymiar_4;nazwa_wymiar_4;id_pozycja_4;nazwa_pozycja_4;id_wymiar_5;nazwa_wymiar_5;id_pozycja_5;nazwa_pozycja_5;id_wymiar_6;nazwa_wymiar_6;id_pozycja_6;nazwa_pozycja_6;id_wymiar_7;nazwa_wymiar_7;id_pozycja_7;nazwa_pozycja_7;id_wymiar_8;nazwa_wymiar_8;id_pozycja_8;nazwa_pozycja_8;id_wymiar_9;nazwa_wymiar_9;id_pozycja_9;nazwa_pozycja_9;id_okres;id_daty;opis_okres;wartosc;id_braku_wartosci;oznaczenie_braku_wartosci;nazwa_braku_wartosci;id_tajnosci;oznaczenie_tajnosci;nazwa_tajnosci;id_flaga;oznaczenie_flagi;nazwa_flaga;notka
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;546157;Sektor przedsiębiorstw (BES);;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;1999;1999 ;0,28;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;546159;Sektor rządowy (GOV);;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;1999;1999 ;0,21;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;546167;Sektor szkolnictwa wyższego (HES);;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;1999;1999 ;0,19;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;660892;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;1999;1999 ;0,68;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;546157;Sektor przedsiębiorstw (BES);;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2000;2000 ;0,23;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;546159;Sektor rządowy (GOV);;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2000;2000 ;0,21;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;546167;Sektor szkolnictwa wyższego (HES);;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2000;2000 ;0,2;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;660892;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2000;2000 ;0,64;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;546157;Sektor przedsiębiorstw (BES);;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2001;2001 ;0,22;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
407;Nakłady wewnętrzne na działalność badawczą i rozwojową w relacji do produktu krajowego brutto;58;"Polska, województwa; Sektory wykonawcze";33617;POLSKA;95;[%];21;Sektory wykonawcze;546159;Sektor rządowy (GOV);;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2001;2001 ;0,19;253;ND;Nie dotyczy;43;nd;Dane jawne;36;nd;Nie dotyczy;Bez amortyzacji środków trwałych
